Tweet;label;Tweet_Parsed_1;Tweet_Parsed_2;Tweet_Parsed_3;Tweet_Parsed_4
Iphone 11 Pro didesain dengan dimensi layar yang lebih kecil sehingga nyaman untuk digenggam;general positif;Iphone 11 Pro didesain dengan dimensi layar yang lebih kecil sehingga nyaman untuk digenggam;iphone 11 pro didesain dengan dimensi layar yang lebih kecil sehingga nyaman untuk digenggam;iphone 11 pro didesain dengan dimensi layar yang lebih kecil sehingga nyaman untuk digenggam;iphone 11 pro didesain dengan dimensi layar yang lebih kecil sehingga nyaman untuk digenggam
Iphone 11 Pro memiliki tingkat kecerahan yang lebih baik;general positif;Iphone 11 Pro memiliki tingkat kecerahan yang lebih baik;iphone 11 pro memiliki tingkat kecerahan yang lebih baik;iphone 11 pro memiliki tingkat kecerahan yang lebih baik;iphone 11 pro memiliki tingkat kecerahan yang lebih baik
kamera telefoto dan kamera ultra-wide masih terasa kurang greget;kamera negatif;kamera telefoto dan kamera ultra-wide masih terasa kurang greget;kamera telefoto dan kamera ultra-wide masih terasa kurang greget;kamera telefoto dan kamera ultra wide masih terasa kurang greget;kamera telefoto dan kamera ultra wide masih terasa kurang greget
Iphone 11 Pro tidak menyediakan lubang audio;general negatif;Iphone 11 Pro tidak menyediakan lubang audio;iphone 11 pro tidak menyediakan lubang audio;iphone 11 pro tidak menyediakan lubang audio;iphone 11 pro tidak menyediakan lubang audio
bagus banget nih kamera nya bisa jadi youtuber deh aku;kamera positif;bagus banget nih kamera nya bisa jadi youtuber deh aku;bagus banget nih kamera nya bisa jadi youtuber deh aku;bagus banget nih kamera nya bisa jadi youtuber deh aku;bagus sekali nih kamera nya bisa jadi youtuber deh aku
baterai nya awet deh bisa seharian main tiktok;baterai positif;baterai nya awet deh bisa seharian main tiktok;baterai nya awet deh bisa seharian main tiktok;baterai nya awet deh bisa seharian main tiktok;baterai nya awet deh bisa seharian main tiktok
ih senang deh tiada hari tanpa selfie nih gara-gara kamera nya;kamera positif;ih senang deh tiada hari tanpa selfie nih gara-gara kamera nya;ih senang deh tiada hari tanpa selfie nih gara-gara kamera nya;ih senang deh tiada hari tanpa selfie nih gara gara kamera nya;ih senang deh tiada hari tanpa foto nih gara gara kamera nya
pantas di kantong nih hp nya jadi gak ribet bawa tas;general positif;pantas di kantong nih hp nya jadi gak ribet bawa tas;pantas di kantong nih hp nya jadi gak ribet bawa tas;pantas di kantong nih hp nya jadi gak ribet bawa tas;pantas di kantong nih iphone nya jadi tidak ribet bawa tas
ukuran layarnya sedikit kecil agak susah nih mau ngegame;general negatif;ukuran layarnya sedikit kecil agak susah nih mau ngegame;ukuran layarnya sedikit kecil agak susah nih mau ngegame;ukuran layarnya sedikit kecil agak susah nih mau ngegame;ukuran layarnya sedikit kecil agak susah nih mau ngegame
fitur-fitur kameranya bikin hasil foto cantik banget deh;kamera positif;fitur-fitur kameranya bikin hasil foto cantik banget deh;fitur-fitur kameranya bikin hasil foto cantik banget deh;fitur fitur kameranya bikin hasil foto cantik banget deh;fitur fitur kameranya membuat hasil foto cantik sekali deh
IOS nya selalu update yang terbaru nih, jangan takut ketinggalan IOS;spesifikasi positif;IOS nya selalu update yang terbaru nih, jangan takut ketinggalan IOS;ios nya selalu update yang terbaru nih, jangan takut ketinggalan ios;ios nya selalu update yang terbaru nih jangan takut ketinggalan ios;ios nya selalu perbarui yang terbaru nih jangan takut ketinggalan ios
walaupun harganya sangat mahal tapi spesifikasinya sangat baik;harga negatif,spesifikasi positif;walaupun harganya sangat mahal tapi spesifikasinya sangat baik;walaupun harganya sangat mahal tapi spesifikasinya sangat baik;walaupun harganya sangat mahal tapi spesifikasinya sangat baik;walaupun harganya sangat mahal tapi spesifikasinya sangat baik
Iphone memiliki memori internal yang besar sehingga tidak memerlukan memori eksternal;spesifikasi positif;Iphone memiliki memori internal yang besar sehingga tidak memerlukan memori eksternal;iphone memiliki memori internal yang besar sehingga tidak memerlukan memori eksternal;iphone memiliki memori internal yang besar sehingga tidak memerlukan memori eksternal;iphone memiliki memori internal yang besar sehingga tidak memerlukan memori eksternal
makin banyak nih video tiktok aku karena hasilnya jernih banget;kamera positif;makin banyak nih video tiktok aku karena hasilnya jernih banget;makin banyak nih video tiktok aku karena hasilnya jernih banget;makin banyak nih video tiktok aku karena hasilnya jernih banget;makin banyak nih video tiktok aku karena hasilnya jernih sekali
jalan-jalan makin puas nih karena bisa dapatin foto-foto yang bagus;kamera positif;jalan-jalan makin puas nih karena bisa dapatin foto-foto yang bagus;jalan-jalan makin puas nih karena bisa dapatin foto-foto yang bagus;jalan jalan makin puas nih karena bisa dapatin foto foto yang bagus;jalan jalan makin puas nih karena bisa dapatin foto foto yang bagus
Iphone 11 Pro tidak memiliki RAM yang cukup besar hanya 4GB;spesifikasi negatif;Iphone 11 Pro tidak memiliki RAM yang cukup besar hanya 4GB;iphone 11 pro tidak memiliki ram yang cukup besar hanya 4gb;iphone 11 pro tidak memiliki ram yang cukup besar hanya 4gb;iphone 11 pro tidak memiliki ram yang cukup besar hanya 4gb
sayangnya ngecas iphone sehari bisa sampai 2 atau 3 kali;baterai negatif;sayangnya ngecas iphone sehari bisa sampai 2 atau 3 kali;sayangnya ngecas iphone sehari bisa sampai 2 atau 3 kali;sayangnya ngecas iphone sehari bisa sampai 2 atau 3 kali;sayangnya charge iphone sehari bisa sampai 2 atau 3 sekali
spesifikasi iphone 11 Pro memang sangat baik jadi wajar harganya pun relatif tinggi;spesifikasi positif,harga negatif;spesifikasi iphone 11 Pro memang sangat baik jadi wajar harganya pun relatif tinggi;spesifikasi iphone 11 pro memang sangat baik jadi wajar harganya pun relatif tinggi;spesifikasi iphone 11 pro memang sangat baik jadi wajar harganya pun relatif tinggi;spesifikasi iphone 11 pro memang sangat baik jadi wajar harganya pun relatif tinggi
terkadang kapasitas baterai turun drastis ketika memperbarui IOS;baterai negatif;terkadang kapasitas baterai turun drastis ketika memperbarui IOS;terkadang kapasitas baterai turun drastis ketika memperbarui ios;terkadang kapasitas baterai turun drastis ketika memperbarui ios;terkadang kapasitas baterai turun drastis ketika memperbarui ios
aplikasi di iphone rata-rata banyak berbayar;general negatif;aplikasi di iphone rata-rata banyak berbayar;aplikasi di iphone rata-rata banyak berbayar;aplikasi di iphone rata rata banyak berbayar;aplikasi di iphone rata rata banyak berbayar
baterai sangat boros sehingga selalu membawa cas kemana-mana;baterai negatif;baterai sangat boros sehingga selalu membawa cas kemana-mana;baterai sangat boros sehingga selalu membawa cas kemana-mana;baterai sangat boros sehingga selalu membawa cas kemana mana;baterai sangat boros sehingga selalu membawa cas kemana mana
kamera nya kadang suka ga bisa fokus;kamera negatif;kamera nya kadang suka ga bisa fokus;kamera nya kadang suka ga bisa fokus;kamera nya kadang suka ga bisa fokus;kamera nya kadang suka tidak bisa fokus
kecerahan dari kamera kadang suka tidak stabil;kamera negatif;kecerahan dari kamera kadang suka tidak stabil;kecerahan dari kamera kadang suka tidak stabil;kecerahan dari kamera kadang suka tidak stabil;kecerahan dari kamera kadang suka tidak stabil
banyak yang komen kamera 3 nya kayak kompor ih;kamera negatif;banyak yang komen kamera 3 nya kayak kompor ih;banyak yang komen kamera 3 nya kayak kompor ih;banyak yang komen kamera 3 nya kayak kompor ih;banyak yang komen kamera 3 nya kayak kompor ih
gaada efek glowingnya nih kamera;kamera negatif;gaada efek glowingnya nih kamera;gaada efek glowingnya nih kamera;gaada efek glowingnya nih kamera;tidak efek glowingnya nih kamera
sumpah biasa aja nih kameranya ga ada bagus bagusnya;kamera negatif;sumpah biasa aja nih kameranya ga ada bagus bagusnya;sumpah biasa aja nih kameranya ga ada bagus bagusnya;sumpah biasa aja nih kameranya ga ada bagus bagusnya;sumpah biasa aja nih kameranya tidak ada bagus bagusnya
hasil foto malam hari ga terlihat bagus;kamera negatif;hasil foto malam hari ga terlihat bagus;hasil foto malam hari ga terlihat bagus;hasil foto malam hari ga terlihat bagus;hasil foto malam hari tidak terlihat bagus
efeknya gabisa nutupin jerawat nih;kamera negatif;efeknya gabisa nutupin jerawat nih;efeknya gabisa nutupin jerawat nih;efeknya gabisa nutupin jerawat nih;efeknya gabisa nutupin jerawat nih
makin kesini kameranya makin aneh ih, jelek;kamera negatif;makin kesini kameranya makin aneh ih, jelek;makin kesini kameranya makin aneh ih, jelek;makin kesini kameranya makin aneh ih jelek;makin kesini kameranya makin aneh ih jelek
udah kayak minuman boba aja tu kamera banyak bener;kamera negatif;udah kayak minuman boba aja tu kamera banyak bener;udah kayak minuman boba aja tu kamera banyak bener;udah kayak minuman boba aja tu kamera banyak bener;udah kayak minuman boba aja itu kamera banyak benar
baru beli, baterai nya awet banget bisa seharian dipakai main tiktok;baterai positif;baru beli, baterai nya awet banget bisa seharian dipakai main tiktok;baru beli, baterai nya awet banget bisa seharian dipakai main tiktok;baru beli baterai nya awet banget bisa seharian dipakai main tiktok;baru beli baterai nya awet sekali bisa seharian dipakai main tiktok
ga perlu bawa casan kemana mana deh, baterai nya tahan banget;baterai positif;ga perlu bawa casan kemana mana deh, baterai nya tahan banget;ga perlu bawa casan kemana mana deh, baterai nya tahan banget;ga perlu bawa casan kemana mana deh baterai nya tahan banget;tidak perlu bawa casan kemana mana deh baterai nya tahan sekali
udah pake sekitar 5 bulan, kesehatan baterainya tidak menurun;baterai positif;udah pake sekitar 5 bulan, kesehatan baterainya tidak menurun;udah pake sekitar 5 bulan, kesehatan baterainya tidak menurun;udah pake sekitar 5 bulan kesehatan baterainya tidak menurun;udah menggunakan sekitar 5 bulan kesehatan baterainya tidak menurun
sumpah ya awet bener seharian gila;baterai positif;sumpah ya awet bener seharian gila;sumpah ya awet bener seharian gila;sumpah ya awet bener seharian gila;sumpah ya awet benar seharian sekali
ga nyesel sumpah beli iphone, baterai nya bisa nonton youtube seharian;baterai positif;ga nyesel sumpah beli iphone, baterai nya bisa nonton youtube seharian;ga nyesel sumpah beli iphone, baterai nya bisa nonton youtube seharian;ga nyesel sumpah beli iphone baterai nya bisa nonton youtube seharian;tidak menyesal sumpah beli iphone baterai nya bisa nonton youtube seharian
lebih irit baterainya dari varian sebelumnya;baterai positif;lebih irit baterainya dari varian sebelumnya;lebih irit baterainya dari varian sebelumnya;lebih irit baterainya dari varian sebelumnya;lebih irit baterainya dari varian sebelumnya
ngecas nya ga perlu waktu lama loh;baterai positif;ngecas nya ga perlu waktu lama loh;ngecas nya ga perlu waktu lama loh;ngecas nya ga perlu waktu lama loh;charge nya tidak perlu waktu lama loh
boros banget gila baterainya;baterai negatif;boros banget gila baterainya;boros banget gila baterainya;boros banget gila baterainya;boros sekali sekali baterainya
jadi nyesel beli iphone kalau tau baterai nya boros begini;baterai negatif;jadi nyesel beli iphone kalau tau baterai nya boros begini;jadi nyesel beli iphone kalau tau baterai nya boros begini;jadi nyesel beli iphone kalau tau baterai nya boros begini;jadi menyesal beli iphone kalau tau baterai nya boros begini
sumpah ya baru main sejam udah habis aja ini baterai;baterai negatif;sumpah ya baru main sejam udah habis aja ini baterai;sumpah ya baru main sejam udah habis aja ini baterai;sumpah ya baru main sejam udah habis aja ini baterai;sumpah ya baru main sejam udah habis aja ini baterai
baterai nya ga bisa dicopot nih;baterai negatif;baterai nya ga bisa dicopot nih;baterai nya ga bisa dicopot nih;baterai nya ga bisa dicopot nih;baterai nya tidak bisa dicopot nih
ngedit video tiktok cuman bisa 1 nih kalau kayak gini baterainya;baterai negatif;ngedit video tiktok cuman bisa 1 nih kalau kayak gini baterainya;ngedit video tiktok cuman bisa 1 nih kalau kayak gini baterainya;ngedit video tiktok cuman bisa 1 nih kalau kayak gini baterainya;ngedit video tiktok cuman bisa 1 nih kalau kayak seperti baterainya
udah kayak air terjun nih baterai cepat banget ngalirnya;baterai negatif;udah kayak air terjun nih baterai cepat banget ngalirnya;udah kayak air terjun nih baterai cepat banget ngalirnya;udah kayak air terjun nih baterai cepat banget ngalirnya;udah kayak air terjun nih baterai cepat sekali ngalirnya
ini hp atau apa dah besar banget ukurannya;general negatif;ini hp atau apa dah besar banget ukurannya;ini hp atau apa dah besar banget ukurannya;ini hp atau apa dah besar banget ukurannya;ini iphone atau apa dah besar sekali ukurannya
kalau jatuh keliatan lecetnya karna desainya mengkilap;general negatif;kalau jatuh keliatan lecetnya karna desainya mengkilap;kalau jatuh keliatan lecetnya karna desainya mengkilap;kalau jatuh keliatan lecetnya karna desainya mengkilap;kalau jatuh keliatan lecetnya karna desainya mengkilap
terlalu besar ukurannya jadi susah masuk saku;general negatif;terlalu besar ukurannya jadi susah masuk saku;terlalu besar ukurannya jadi susah masuk saku;terlalu besar ukurannya jadi susah masuk saku;terlalu besar ukurannya jadi susah masuk saku
capek juga genggam hp segede ini;general negatif;capek juga genggam hp segede ini;capek juga genggam hp segede ini;capek juga genggam hp segede ini;capek juga genggam iphone segede ini
gila performanya bagus banget, cepat lagi;general positif;gila performanya bagus banget, cepat lagi;gila performanya bagus banget, cepat lagi;gila performanya bagus banget cepat lagi;sekali performanya bagus sekali cepat lagi
sumpah ini mah kalau main game anti lemot wkwk sistem operasinya lancar banget;spesifikasi positif;sumpah ini mah kalau main game anti lemot wkwk sistem operasinya lancar banget;sumpah ini mah kalau main game anti lemot wkwk sistem operasinya lancar banget;sumpah ini mah kalau main game anti lemot wkwk sistem operasinya lancar banget;sumpah ini mah kalau main game anti lambat wkwk sistem operasinya lancar sekali
makin kesini kinerja dan sistem operasinya makin baik dah;spesifikasi positif;makin kesini kinerja dan sistem operasinya makin baik dah;makin kesini kinerja dan sistem operasinya makin baik dah;makin kesini kinerja dan sistem operasinya makin baik dah;makin kesini kinerja dan sistem operasinya makin baik dah
bisnis aku makin lancar deh kalau perfomanya kayak gini;general positif;bisnis aku makin lancar deh kalau perfomanya kayak gini;bisnis aku makin lancar deh kalau perfomanya kayak gini;bisnis aku makin lancar deh kalau perfomanya kayak gini;bisnis aku makin lancar deh kalau perfomanya kayak seperti
spesifikasinya gila memuaskan banget, tidak diragukan lagi;spesifikasi positif;spesifikasinya gila memuaskan banget, tidak diragukan lagi;spesifikasinya gila memuaskan banget, tidak diragukan lagi;spesifikasinya gila memuaskan banget tidak diragukan lagi;spesifikasinya sekali memuaskan sekali tidak diragukan lagi
sayang ini RAM nya hanya 3GB;spesifikasi negatif;sayang ini RAM nya hanya 3GB;sayang ini ram nya hanya 3gb;sayang ini ram nya hanya 3gb;sayang ini ram nya hanya 3gb
kadang IOS nya suka ngefek ga baik buat aplikasinya;spesifikasi negatif;kadang IOS nya suka ngefek ga baik buat aplikasinya;kadang ios nya suka ngefek ga baik buat aplikasinya;kadang ios nya suka ngefek ga baik buat aplikasinya;kadang ios nya suka ngefek tidak baik buat aplikasinya
fitur sidik jari dihapus kan jadi ribet;general negatif;fitur sidik jari dihapus kan jadi ribet;fitur sidik jari dihapus kan jadi ribet;fitur sidik jari dihapus kan jadi ribet;fitur sidik jari dihapus kan jadi ribet
sebel banget tombol tengahnya dihilangkan;general negatif;sebel banget tombol tengahnya dihilangkan;sebel banget tombol tengahnya dihilangkan;sebel banget tombol tengahnya dihilangkan;kesal sekali tombol tengahnya dihilangkan
ih cuman ada memori internal nih gaada memori eksternalnya;spesifikasi negatif;ih cuman ada memori internal nih gaada memori eksternalnya;ih cuman ada memori internal nih gaada memori eksternalnya;ih cuman ada memori internal nih gaada memori eksternalnya;ih cuman ada memori internal nih tidak memori eksternalnya
sebel banget lubang audio nya gaada;general negatif;sebel banget lubang audio nya gaada;sebel banget lubang audio nya gaada;sebel banget lubang audio nya gaada;kesal sekali lubang audio nya tidak
fitur-fiturnya banyak diganti nih jadi agak ribet;general negatif;fitur-fiturnya banyak diganti nih jadi agak ribet;fitur-fiturnya banyak diganti nih jadi agak ribet;fitur fiturnya banyak diganti nih jadi agak ribet;fitur fiturnya banyak diganti nih jadi agak ribet
