Tweet;label;Tweet_Parsed_1;Tweet_Parsed_2;Tweet_Parsed_3;Tweet_Parsed_4;Tweet_Parsed_5
ganyangka kirain iphone makin keatas baterainya makin boros ternyata malah irit;baterai positif;ganyangka kirain iphone makin keatas baterainya makin boros ternyata malah irit;ganyangka kirain iphone makin keatas baterainya makin boros ternyata malah irit;ganyangka kirain iphone makin keatas baterainya makin boros ternyata malah irit;ganyangka kirain  makin keatas baterainya makin boros ternyata malah irit;ganyangka kirain  makin atas baterai makin boros nyata malah irit
salut sama baterai iphone xr cepet terisi dan ga boros;baterai positif;salut sama baterai iphone xr cepet terisi dan ga boros;salut sama baterai iphone xr cepet terisi dan ga boros;salut sama baterai iphone xr cepet terisi dan ga boros;salut sama baterai  xr cepat terisi dan tidak boros;salut sama baterai  xr cepat isi dan tidak boros
iphone makin canggih dan baterainya pun gabakal dikomen boros lagi haha;baterai positif, general positif;iphone makin canggih dan baterainya pun gabakal dikomen boros lagi haha;iphone makin canggih dan baterainya pun gabakal dikomen boros lagi haha;iphone makin canggih dan baterainya pun gabakal dikomen boros lagi haha; makin canggih dan baterainya  gabakal dikomen boros lagi ; makin canggih dan baterai  gabakal dikomen boros lagi 
kata orang ga boros tapi kok tetep sih;baterai negatif;kata orang ga boros tapi kok tetep sih;kata orang ga boros tapi kok tetep sih;kata orang ga boros tapi kok tetep sih;kata orang tidak boros tapi kok tetep ;kata orang tidak boros tapi kok tetep 
siapa yang bilang ga boros tetep boros tau;baterai negatif;siapa yang bilang ga boros tetep boros tau;siapa yang bilang ga boros tetep boros tau;siapa yang bilang ga boros tetep boros tau;siapa  bilang tidak boros tetep boros tau;siapa  bilang tidak boros tetep boros tau
kesel banget iphone tuh hp terboros ya soal baterai;baterai negatif;kesel banget iphone tuh hp terboros ya soal baterai;kesel banget iphone tuh hp terboros ya soal baterai;kesel banget iphone tuh hp terboros ya soal baterai;kesel sekali  tuh  terboros  soal baterai;kesel sekali  tuh  boros  soal baterai
rasanya pingin baterai seirit nokia tapi hp tetep iphone haha boros banget sih asli iphone;baterai negatif;rasanya pingin baterai seirit nokia tapi hp tetep iphone haha boros banget sih asli iphone;rasanya pingin baterai seirit nokia tapi hp tetep iphone haha boros banget sih asli iphone;rasanya pingin baterai seirit nokia tapi hp tetep iphone haha boros banget sih asli iphone;rasanya pingin baterai seirit nokia tapi  tetep   boros sekali  asli ;rasa pingin baterai irit nokia tapi  tetep   boros sekali  asli 
terimakasih baterai iphone membuat saya harus membawa charger terus;baterai negatif;terimakasih baterai iphone membuat saya harus membawa charger terus;terimakasih baterai iphone membuat saya harus membawa charger terus;terimakasih baterai iphone membuat saya harus membawa charger terus;terimakasih baterai  membuat saya harus membawa charger terus;terimakasih baterai  buat saya harus bawa charger terus
sehari bisa berapa kali charge boros parah;baterai negatif;sehari bisa berapa kali charge boros parah;sehari bisa berapa kali charge boros parah;sehari bisa berapa kali charge boros parah;sehari bisa berapa sekali charge boros parah;hari bisa berapa sekali charge boros parah
sudah setahun kirain bakal irit ternyata makin boros baterainya;baterai negatif;sudah setahun kirain bakal irit ternyata makin boros baterainya;sudah setahun kirain bakal irit ternyata makin boros baterainya;sudah setahun kirain bakal irit ternyata makin boros baterainya;sudah setahun kirain bakal irit ternyata makin boros baterainya;sudah tahun kirain bakal irit nyata makin boros baterai
fitur bagus, warna lucunya menggiurkan tapi baterai yang harus dipikirkan ketahanannya;baterai negatif, general positif;fitur bagus, warna lucunya menggiurkan tapi baterai yang harus dipikirkan ketahanannya;fitur bagus, warna lucunya menggiurkan tapi baterai yang harus dipikirkan ketahanannya;fitur bagus warna lucunya menggiurkan tapi baterai yang harus dipikirkan ketahanannya;fitur bagus warna lucunya menggiurkan tapi baterai  harus dipikirkan ketahanannya;fitur bagus warna lucu giur tapi baterai  harus pikir tahan
menurut ku sih ya, udah harga mahal baterai boros lengkap sudah;baterai negatif, harga negatif;menurut ku sih ya, udah harga mahal baterai boros lengkap sudah;menurut ku sih ya, udah harga mahal baterai boros lengkap sudah;menurut ku sih ya udah harga mahal baterai boros lengkap sudah;menurut ku   udah harga mahal baterai boros lengkap sudah;turut ku   udah harga mahal baterai boros lengkap sudah
harusnya kalau makin canggih, baterai juga dong daya tahan nya lebih lama;baterai negatif;harusnya kalau makin canggih, baterai juga dong daya tahan nya lebih lama;harusnya kalau makin canggih, baterai juga dong daya tahan nya lebih lama;harusnya kalau makin canggih baterai juga dong daya tahan nya lebih lama;harusnya kalau makin canggih baterai juga  daya tahan  lebih lama;harus kalau makin canggih baterai juga  daya tahan  lebih lama
iphone berguna bagi kalangan remaja ya;general positif;iphone berguna bagi kalangan remaja ya;iphone berguna bagi kalangan remaja ya;iphone berguna bagi kalangan remaja ya; berguna bagi kalangan remaja ; guna bagi kalang remaja 
fitur iphone selalu bikin ketagihan huaaa pgn beli iphone 11;general positif;fitur iphone selalu bikin ketagihan huaaa pgn beli iphone 11;fitur iphone selalu bikin ketagihan huaaa pgn beli iphone 11;fitur iphone selalu bikin ketagihan huaaa pgn beli iphone 11;fitur  selalu membuat ketagihan huaaa pgn beli  ;fitur  selalu buat tagih huaaa pgn beli  
lucu banget warna warnanya iphone 11 series;general positif;lucu banget warna warnanya iphone 11 series;lucu banget warna warnanya iphone 11 series;lucu banget warna warnanya iphone 11 series;bagus sekali warna warnanya  series;bagus sekali warna warna  series
semenjak pake iphone 11 pro teman teman ku selalu meminjam untuk foto foto;general positif;semenjak pake iphone 11 pro teman teman ku selalu meminjam untuk foto foto;semenjak pake iphone 11 pro teman teman ku selalu meminjam untuk foto foto;semenjak pake iphone 11 pro teman teman ku selalu meminjam untuk foto foto;semenjak menggunakan   teman teman ku selalu meminjam untuk foto foto;semenjak guna   teman teman ku selalu pinjam untuk foto foto
bingung banget mau pilih warna apa bagus semua;general positif;bingung banget mau pilih warna apa bagus semua;bingung banget mau pilih warna apa bagus semua;bingung banget mau pilih warna apa bagus semua;bingung sekali mau pilih warna apa bagus semua;bingung sekali mau pilih warna apa bagus semua
yaAllah beri aku rejeki untuk membeli iphone 11 series pingin warna midnight keren banget;general positif;yaAllah beri aku rejeki untuk membeli iphone 11 series pingin warna midnight keren banget;yaallah beri aku rejeki untuk membeli iphone 11 series pingin warna midnight keren banget;yaallah beri aku rejeki untuk membeli iphone 11 series pingin warna midnight keren banget;yaallah beri aku rejeki untuk membeli  series pingin warna midnight keren sekali;yaallah beri aku rejeki untuk beli  series pingin warna midnight keren sekali
iphone 11 series warna ungu nya lucu banget;general positif;iphone 11 series warna ungu nya lucu banget;iphone 11 series warna ungu nya lucu banget;iphone 11 series warna ungu nya lucu banget; series warna ungu  bagus sekali; series warna ungu  bagus sekali
warna ungu ataupun yang midnight sama sama bagus, tapi jujur midnight lebih keren;general positif;warna ungu ataupun yang midnight sama sama bagus, tapi jujur midnight lebih keren;warna ungu ataupun yang midnight sama sama bagus, tapi jujur midnight lebih keren;warna ungu ataupun yang midnight sama sama bagus tapi jujur midnight lebih keren;warna ungu ataupun  midnight sama sama bagus tapi jujur midnight lebih keren;warna ungu atau  midnight sama sama bagus tapi jujur midnight lebih keren
kalo udah pake iphone 11 berasa mewah banget deh haha;general positif;kalo udah pake iphone 11 berasa mewah banget deh haha;kalo udah pake iphone 11 berasa mewah banget deh haha;kalo udah pake iphone 11 berasa mewah banget deh haha;kalau udah menggunakan  berasa mewah sekali deh ;kalau udah guna  asa mewah sekali deh 
buat nonton enak sih layarnya makin gede;general positif;buat nonton enak sih layarnya makin gede;buat nonton enak sih layarnya makin gede;buat nonton enak sih layarnya makin gede;buat nonton enak  layarnya makin besar;buat nonton enak  layar makin besar
rentan banget nih lamalama iphone gampang retak jatoh sekali;general negatif;rentan banget nih lamalama iphone gampang retak jatoh sekali;rentan banget nih lamalama iphone gampang retak jatoh sekali;rentan banget nih lamalama iphone gampang retak jatoh sekali;rentan sekali  lamalama  gampang retak jatoh sekali;rentan sekali  lamalama  gampang retak jatoh sekali
kecewa lebih suka fitur sidik jari daripada face id;general negatif, spesifikasi negatif;kecewa lebih suka fitur sidik jari daripada face id;kecewa lebih suka fitur sidik jari daripada face id;kecewa lebih suka fitur sidik jari daripada face id;kecewa lebih suka fitur sidik jari daripada face id;kecewa lebih suka fitur sidik jari daripada face id
makin gede aja iphone ditangan ye;general negatif;makin gede aja iphone ditangan ye;makin gede aja iphone ditangan ye;makin gede aja iphone ditangan ye;makin besar   ditangan ;makin besar   tang 
layarnya gampang retak;general negatif;layarnya gampang retak;layarnya gampang retak;layarnya gampang retak;layarnya gampang retak;layar gampang retak
kalo udah jatoh rentan banget retak;general negatif;kalo udah jatoh rentan banget retak;kalo udah jatoh rentan banget retak;kalo udah jatoh rentan banget retak;kalau udah jatoh rentan sekali retak;kalau udah jatoh rentan sekali retak
mau pake pelindung juga tetep retak;general negatif;mau pake pelindung juga tetep retak;mau pake pelindung juga tetep retak;mau pake pelindung juga tetep retak;mau menggunakan pelindung juga tetep retak;mau guna lindung juga tetep retak
model nya makin gede;general negatif;model nya makin gede;model nya makin gede;model nya makin gede;model  makin besar;model  makin besar
kamera makin banyak, model nya itu aja;general negatif, kamera negatif;kamera makin banyak, model nya itu aja;kamera makin banyak, model nya itu aja;kamera makin banyak model nya itu aja;kamera makin banyak model  itu ;kamera makin banyak model  itu 
tolong modelnya bikin tangan gabisa pegang, gede banget;general negatif;tolong modelnya bikin tangan gabisa pegang, gede banget;tolong modelnya bikin tangan gabisa pegang, gede banget;tolong modelnya bikin tangan gabisa pegang gede banget; modelnya membuat tangan gabisa pegang besar sekali; model buat tangan gabisa pegang besar sekali
sebel banget jatoh langsung lecet pinggirannya;general negatif;sebel banget jatoh langsung lecet pinggirannya;sebel banget jatoh langsung lecet pinggirannya;sebel banget jatoh langsung lecet pinggirannya;sebel sekali jatoh langsung lecet pinggirannya;sebel sekali jatoh langsung lecet pinggir
menurut ku sih sesuai ya harga dengan spesifikasinya;harga positif, spesifikasi positif;menurut ku sih sesuai ya harga dengan spesifikasinya;menurut ku sih sesuai ya harga dengan spesifikasinya;menurut ku sih sesuai ya harga dengan spesifikasinya;menurut ku  sesuai  harga dengan spesifikasinya;turut ku  sesuai  harga dengan spesifikasi
okelah harga segitu buat spesifikasi yang keren gini;harga positif, spesifikasi positif;okelah harga segitu buat spesifikasi yang keren gini;okelah harga segitu buat spesifikasi yang keren gini;okelah harga segitu buat spesifikasi yang keren gini;okelah harga segitu buat spesifikasi  keren gini;oke harga segitu buat spesifikasi  keren gin
kata orang mahal, tapi menurut ku ya ada harga ada kualitas;harga positif;kata orang mahal, tapi menurut ku ya ada harga ada kualitas;kata orang mahal, tapi menurut ku ya ada harga ada kualitas;kata orang mahal tapi menurut ku ya ada harga ada kualitas;kata orang mahal tapi menurut ku  ada harga ada kualitas;kata orang mahal tapi turut ku  ada harga ada kualitas
iphone xr ga semahal apa yang gue kira haha;harga positif;iphone xr ga semahal apa yang gue kira haha;iphone xr ga semahal apa yang gue kira haha;iphone xr ga semahal apa yang gue kira haha; xr tidak semahal apa  gue kira ; xr tidak mahal apa  gue kira 
wajar lah harga segitu, kalo buat wanita kamera nya hey keren banget;harga positif, kamera positif;wajar lah harga segitu, kalo buat wanita kamera nya hey keren banget;wajar lah harga segitu, kalo buat wanita kamera nya hey keren banget;wajar lah harga segitu kalo buat wanita kamera nya hey keren banget;wajar lah harga segitu kalau buat wanita kamera  hey keren sekali;wajar lah harga segitu kalau buat wanita kamera  hey keren sekali
iphone xr ga mahal kok, aku beli kayanya ga sampe 10 juta bahkan 9 juta kurang;harga positif;iphone xr ga mahal kok, aku beli kayanya ga sampe 10 juta bahkan 9 juta kurang;iphone xr ga mahal kok, aku beli kayanya ga sampe 10 juta bahkan 9 juta kurang;iphone xr ga mahal kok aku beli kayanya ga sampe 10 juta bahkan 9 juta kurang; xr tidak mahal kok aku beli kayanya tidak sampe juta bahkan juta kurang; xr tidak mahal kok aku beli kaya tidak sampe juta bahkan juta kurang
iphone 11 masih murah sih segitu mah;harga positif;iphone 11 masih murah sih segitu mah;iphone 11 masih murah sih segitu mah;iphone 11 masih murah sih segitu mah; masih murah  segitu mah; masih murah  segitu mah
saya yang sudah lama menjadi iphone user, saat mengetahui harga iphone 11 ya normal emang segitu kan;harga positif;saya yang sudah lama menjadi iphone user, saat mengetahui harga iphone 11 ya normal emang segitu kan;saya yang sudah lama menjadi iphone user, saat mengetahui harga iphone 11 ya normal emang segitu kan;saya yang sudah lama menjadi iphone user saat mengetahui harga iphone 11 ya normal emang segitu kan;saya  sudah lama menjadi  pengguna saat mengetahui harga   normal memang segitu kan;saya  sudah lama jadi  guna saat tahu harga   normal memang segitu kan
ga kaget sih liat harganya, sesuai lah gila sama spec nya;harga positif, spesifikasi positif;ga kaget sih liat harganya, sesuai lah gila sama spec nya;ga kaget sih liat harganya, sesuai lah gila sama spec nya;ga kaget sih liat harganya sesuai lah gila sama spec nya;tidak kaget  liat harganya sesuai lah sekali sama spesifikasi ;tidak kaget  liat harga sesuai lah sekali sama spesifikasi 
menurut saya wajar aja harga segitu buat iphone x series ataupun 11 series, karena target pasar nya iphone memang segitu;harga positif;menurut saya wajar aja harga segitu buat iphone x series ataupun 11 series, karena target pasar nya iphone memang segitu;menurut saya wajar aja harga segitu buat iphone x series ataupun 11 series, karena target pasar nya iphone memang segitu;menurut saya wajar aja harga segitu buat iphone x series ataupun 11 series karena target pasar nya iphone memang segitu;menurut saya wajar  harga segitu buat   series ataupun series karena target pasar   memang segitu;turut saya wajar  harga segitu buat   series atau series karena target pasar   memang segitu
jual ginjal ini mah iphone 11 series mahal ya;harga negatif;jual ginjal ini mah iphone 11 series mahal ya;jual ginjal ini mah iphone 11 series mahal ya;jual ginjal ini mah iphone 11 series mahal ya;jual ginjal ini mah  series mahal ;jual ginjal ini mah  series mahal 
